,블루망고투어 사용자 IA,,,,,,,,,
,,,,,,,,버전,v2.1,2026-03-09 업데이트
,No,Page ID,Depth1,Depth2,Depth3,Depth4,Depth5,Description,비고,soft open
,,,,,,,,,,
,1,Auth. 01-01,인증,회원가입,약관 동의/기본정보/추가정보,,,"약관 동의, 기본 정보, 추가 정보를 단계적으로 입력해 회원가입을 진행하는 회원가입 화면",,필수
,2,Auth. 01-02,인증,로그인,아이디 로그인,,,아이디/비밀번호 입력 또는 카카오 로그인으로 인증을 진행하는 로그인 화면,,필수
,3,Auth. 01-03,인증,로그아웃,,,,마이페이지에서 현재 로그인된 계정의 로그아웃을 수행하는 기능,,필수
,4,Auth. 01-04,인증,비회원 주문조회,,,,예약번호와 이메일을 입력해 비회원 예약 정보를 조회하는 화면,,필수
,5,Auth. 01-05,인증,소셜 로그인,카카오 로그인,,,카카오 계정으로 간편 로그인/회원가입을 진행하는 소셜 로그인 화면,,필수
,6,Auth. 01-06,인증,소셜 로그인,카카오 추가정보,,,카카오 로그인 후 추가 정보(연락처 등)를 입력하는 회원가입 추가 정보 화면,,필수
,7,Auth. 01-07,인증,계정 찾기,아이디 찾기,,,가입한 이메일로 아이디를 찾는 화면,,필수
,8,Auth. 01-08,인증,계정 찾기,비밀번호 찾기,,,이메일 인증으로 비밀번호를 재설정하는 화면,,필수
,9,Home. 02-01,홈,홈 메인,,,,"히어로 배너, 상품 목록, 알림 진입을 포함한 홈 메인 화면",,필수
,10,Home. 02-02,홈,검색,검색 메인,,,"검색어 입력, 인기 검색어, 최근 검색어, 결과 목록을 제공하는 통합 검색 화면",,필수
,11,Home. 02-03,홈,카테고리,카테고리 메인,,,카테고리 아이콘 그리드를 통해 카테고리별 상품 목록으로 이동하는 카테고리 메인 화면,,필수
,12,Home. 02-04,홈,카테고리 목록,상품 리스트,,,선택한 카테고리의 상품 카드 목록을 확인하는 카테고리별 상품 리스트 화면,,필수
,13,Home. 02-05,홈,상품,호텔 상세,,,"호텔/풀빌라 상품의 대표 이미지, 주소, 객실 정보, 가격, 체크인/체크아웃 선택 영역을 확인하는 상세 화면",,필수
,14,Home. 02-06,홈,상품,호텔 예약,,,"객실/인원 설정, 추가 정보 입력, 회원 정보 확인 후 호텔 상품 예약을 진행하는 화면",,필수
,15,Home. 02-07,홈,상품,차량 예약,,,"상품 유형, 출발지/도착지, 날짜/시간, 옵션 입력으로 차량 상품 예약을 진행하는 화면",,필수
,16,Home. 02-08,홈,상품,골프장 리스트,,,지역 필터 및 정렬을 통해 골프장 상품을 탐색하는 리스트 화면,,필수
,17,Home. 02-09,홈,상품,골프장 상세,,,"홀 수, 위치, 휴무일, 포함/불포함, 지도 링크 등 골프장 정보를 확인하는 상세 화면",,필수
,18,Home. 02-10,홈,상품,골프장 예약,,,"예약 조건, 날짜, 요청사항, 예약자 정보, 요약 정보를 입력해 골프 예약을 진행하는 화면",,필수
,19,Home. 02-11,홈,상품,티켓 상품 리스트,,,지역/카테고리 필터와 정렬을 통해 티켓·투어 상품을 탐색하는 리스트 화면,,필수
,20,Home. 02-12,홈,상품,티켓 상품 상세,,,"상품명, 영문명, 시간, 요일, 안내 문구를 확인하는 티켓·투어 상품 상세 화면",,필수
,21,Home. 02-13,홈,상품,티켓 상품 예약,,,"옵션, 수량, 픽업/드랍, 영문명, 요청사항 입력으로 티켓·투어 상품 예약을 진행하는 화면",,필수
,22,Home. 02-14,홈,상품,문의 연결,,,문의형 상품에서 채널톡으로 바로 연결되는 문의 진입 기능,,필수
,23,Home. 02-15,홈,상품,상품 상세 > 위치,,,상품 상세 내 위치 정보와 구글맵 연동을 제공하는 위치 영역,,필수
,24,Home. 02-16,홈,상품,상품 상세 > 리뷰,,,"상품 리뷰 목록, 평점, 리뷰 작성 기능을 제공하는 리뷰 영역",,필수
